index,B cells,CAFs,Cholangiocyte,Hepatocytes,Kupffer cells,LSEC,LVEC,LVECm,Myofibroblasts,Pericytes,Proliferation,SAMs,Stellate cells,T cells_far,T cells_tumor,TM1,cDC1,cDC2,Carcinoma
AP2A2,2.38E-05,2.44E-05,4.66E-05,1.76E-05,0.000155513,0.00016669,7.87E-05,8.03E-05,1.24E-05,2.01E-05,3.87E-05,8.48E-05,3.07E-05,2.65E-05,3.01E-05,3.03E-05,8.14E-05,4.91E-05,1.95E-05
SLC8A1,0,2.63E-05,0,0,0.000153876,6.09E-05,1.26E-05,1.54E-05,8.08E-05,5.03E-05,8.72E-05,0.000156807,2.68E-05,0,1.51E-05,0.000128245,0.00010462,0.000119238,5.58E-06
ABAT,0,1.31E-05,2.33E-05,0.000230394,1.47E-05,2.24E-05,8.43E-06,6.18E-06,0,0,0,1.46E-05,7.66E-06,6.62E-06,0,3.31E-05,0,1.40E-05,6.14E-05
CAMK1D,2.85E-05,5.07E-05,2.07E-05,1.34E-05,4.75E-05,3.21E-05,5.06E-05,4.02E-05,6.21E-06,2.01E-05,6.78E-05,8.48E-05,4.60E-05,1.99E-05,3.01E-05,0.000122482,4.65E-05,4.56E-05,4.46E-05
AFMID,9.50E-06,1.13E-05,1.29E-05,5.05E-05,1.15E-05,1.60E-05,1.41E-05,6.18E-06,1.24E-05,3.02E-05,2.91E-05,2.40E-05,3.83E-06,6.62E-06,0,2.88E-05,4.65E-05,2.45E-05,1.67E-05
GAS6,0.00017582,0.000148357,3.11E-05,9.12E-06,1.47E-05,0.000105784,0.000185464,0.000206946,9.32E-05,5.03E-05,4.84E-05,4.71E-05,0.000226073,6.62E-06,0,3.17E-05,4.65E-05,1.05E-05,5.58E-05
GPC6,0,2.07E-05,2.59E-06,2.25E-05,1.64E-06,0,1.41E-06,0,4.97E-05,2.01E-05,0,0,0.000145606,0,0,2.88E-06,0,0,2.79E-06
ARHGEF37,0,3.76E-06,1.04E-05,1.82E-06,0,0,1.41E-06,3.09E-05,0,0,0,8.57E-07,7.66E-06,6.62E-06,0,0,0,0,2.79E-06
CEP57L1,9.50E-06,1.13E-05,2.59E-06,2.43E-06,1.64E-06,1.28E-05,9.84E-06,9.27E-06,1.24E-05,0,2.91E-05,1.11E-05,1.15E-05,0,0,5.76E-06,1.16E-05,0,0
RABIF,4.75E-06,1.13E-05,1.29E-05,4.26E-06,1.96E-05,1.28E-05,2.11E-05,3.09E-06,6.21E-06,4.02E-05,1.45E-05,1.11E-05,2.30E-05,1.99E-05,1.51E-05,8.65E-06,0,7.01E-06,1.39E-05
SMDT1,7.13E-05,8.64E-05,7.77E-05,8.21E-05,3.27E-05,5.13E-05,7.73E-05,7.72E-05,7.46E-05,9.05E-05,6.78E-05,7.63E-05,6.51E-05,8.60E-05,0.000135459,0.000118159,8.14E-05,7.01E-05,2.51E-05
RUVBL2,2.85E-05,4.13E-05,4.14E-05,1.64E-05,1.96E-05,6.41E-06,3.37E-05,3.71E-05,4.97E-05,0.000100556,5.33E-05,2.48E-05,2.30E-05,2.65E-05,4.52E-05,1.30E-05,1.16E-05,1.40E-05,1.95E-05
GDPGP1,0,1.88E-06,5.18E-06,2.43E-06,8.18E-06,3.21E-06,4.22E-06,0,0,0,4.84E-06,6.00E-06,0,1.32E-05,0,5.76E-06,0,3.51E-06,2.79E-06
PTTG1IP,4.28E-05,0.000289201,0.000251146,6.26E-05,0.000227539,0.000259651,0.000359687,0.000525087,0.000192633,0.00025139,0.000203405,0.000242494,0.000214577,3.97E-05,7.53E-05,0.000138332,0.000174366,0.0001508,0.000329195
DDX41,1.43E-05,3.00E-05,3.11E-05,6.08E-06,2.78E-05,2.56E-05,3.23E-05,4.63E-05,4.35E-05,6.03E-05,3.87E-05,3.51E-05,1.15E-05,3.31E-05,3.01E-05,3.46E-05,0,4.56E-05,3.35E-05
PLGLB1,0,0,0,4.86E-05,0,0,1.41E-06,0,0,0,0,8.57E-07,0,0,3.01E-05,2.88E-06,0,0,0
DAZAP2,9.50E-05,0.000206572,0.000305517,8.39E-05,0.000220992,0.000198745,0.000203729,0.000206946,0.000242344,0.000211168,0.000285735,0.000272484,0.000157101,0.000264717,0.000195662,0.000237758,0.000116244,0.000364727,0.00026224
CCBE1,0,1.31E-05,0,6.08E-07,6.55E-06,2.56E-05,1.41E-06,3.09E-06,6.21E-06,0,0,4.28E-06,0.000130279,0,0,1.44E-06,0,3.51E-06,5.58E-06
SELENOF,0.00017582,0.000210328,0.000129457,8.15E-05,7.53E-05,0.000121812,0.000162983,0.000176059,9.32E-05,0.000201112,8.72E-05,0.000135385,0.000226073,9.27E-05,0.000120408,9.80E-05,0.000127868,8.42E-05,0.000139489
ZNF623,0,1.31E-05,5.18E-06,6.08E-07,3.27E-06,9.62E-06,4.22E-06,1.54E-05,1.24E-05,0,9.69E-06,2.57E-06,3.83E-06,1.32E-05,0,5.76E-06,0,3.51E-06,2.23E-05
CCDC125,9.50E-06,0,2.59E-05,1.16E-05,1.15E-05,1.28E-05,9.84E-06,3.09E-06,0,0,9.69E-06,1.03E-05,3.83E-06,6.62E-06,1.51E-05,2.02E-05,2.32E-05,1.75E-05,1.12E-05
BOLA2,2.85E-05,1.13E-05,0,2.43E-06,1.47E-05,3.21E-06,1.12E-05,1.24E-05,0,2.01E-05,3.39E-05,1.37E-05,7.66E-06,3.31E-05,1.51E-05,5.76E-06,0,1.40E-05,4.74E-05
BCOR,9.50E-06,1.31E-05,1.29E-05,3.04E-06,1.15E-05,1.92E-05,1.69E-05,4.63E-05,4.35E-05,0,0,5.14E-06,3.83E-06,1.32E-05,3.01E-05,1.44E-05,2.32E-05,7.01E-06,4.46E-05
KIAA2026,1.90E-05,3.00E-05,7.77E-05,6.69E-06,4.58E-05,2.56E-05,5.90E-05,0.000105017,5.59E-05,6.03E-05,2.42E-05,3.51E-05,5.36E-05,7.94E-05,7.53E-05,4.61E-05,0,5.61E-05,2.79E-05
FHL3,0,0.000103286,2.59E-06,6.08E-07,6.55E-06,1.28E-05,1.12E-05,2.16E-05,3.73E-05,4.02E-05,4.84E-06,2.57E-05,4.98E-05,1.99E-05,0,1.87E-05,0,2.81E-05,1.12E-05
CCDC159,0,1.31E-05,0,3.04E-06,1.31E-05,2.24E-05,1.12E-05,1.24E-05,1.86E-05,0,4.84E-06,1.03E-05,2.68E-05,2.65E-05,0,1.01E-05,0,3.51E-06,5.58E-06
RIPK4,0,3.76E-06,5.44E-05,1.34E-05,1.64E-06,0,4.22E-06,0,0,0,3.39E-05,1.71E-06,0,0,1.51E-05,4.32E-06,0,0,2.23E-05
NPIPA1,2.85E-05,7.70E-05,9.58E-05,1.09E-05,3.11E-05,6.09E-05,9.13E-05,0.000105017,0.000149135,7.04E-05,3.87E-05,2.48E-05,7.28E-05,2.65E-05,4.52E-05,3.03E-05,3.49E-05,3.51E-05,5.58E-05
SF3A3,3.33E-05,5.82E-05,4.92E-05,1.46E-05,5.57E-05,8.33E-05,6.32E-05,0.000120461,6.84E-05,4.02E-05,4.84E-05,4.80E-05,6.13E-05,5.96E-05,4.52E-05,6.05E-05,9.30E-05,1.75E-05,4.74E-05
ASB7,0,1.31E-05,7.77E-06,5.47E-06,6.55E-06,1.28E-05,1.26E-05,1.24E-05,1.24E-05,0,9.69E-06,7.71E-06,3.83E-06,6.62E-06,0,2.88E-06,0,7.01E-06,1.67E-05
TREX2,0,2.25E-05,1.04E-05,2.43E-06,1.31E-05,2.89E-05,1.69E-05,1.24E-05,4.97E-05,2.01E-05,4.84E-06,7.71E-06,1.53E-05,1.32E-05,0,1.15E-05,1.16E-05,1.05E-05,5.58E-06
MX2,4.75E-06,4.51E-05,2.59E-06,1.22E-06,5.73E-05,2.24E-05,1.97E-05,1.85E-05,6.21E-06,3.02E-05,2.42E-05,3.68E-05,1.53E-05,1.32E-05,0,5.33E-05,2.32E-05,8.42E-05,1.67E-05
EP400,2.85E-05,2.25E-05,2.85E-05,6.69E-06,2.62E-05,2.24E-05,3.09E-05,4.32E-05,1.24E-05,3.02E-05,4.84E-05,2.14E-05,3.07E-05,5.29E-05,1.51E-05,3.03E-05,1.16E-05,2.45E-05,5.86E-05
MEX3B,0,1.31E-05,0,0,1.64E-06,6.41E-06,2.81E-06,3.09E-06,1.24E-05,0,4.84E-06,6.00E-06,1.53E-05,0,0,4.32E-06,4.65E-05,0,0
TENT5C,0.000589233,1.31E-05,1.04E-05,6.08E-06,8.18E-06,3.21E-06,9.84E-06,1.24E-05,0,2.01E-05,2.91E-05,1.11E-05,3.83E-05,0.000211773,0.000195662,1.01E-05,6.97E-05,3.51E-06,1.67E-05
COA5,4.75E-06,3.94E-05,3.62E-05,2.98E-05,1.47E-05,4.49E-05,1.69E-05,3.40E-05,4.35E-05,1.01E-05,2.91E-05,1.46E-05,2.30E-05,2.65E-05,1.51E-05,1.87E-05,2.32E-05,1.05E-05,3.07E-05
UTP11,1.43E-05,4.88E-05,4.92E-05,1.58E-05,3.27E-05,4.49E-05,6.04E-05,4.94E-05,4.97E-05,6.03E-05,2.91E-05,3.60E-05,0.000107289,0,1.51E-05,1.44E-05,0,2.10E-05,2.51E-05
PSMG1,2.38E-05,1.31E-05,3.37E-05,2.37E-05,8.18E-06,2.89E-05,3.37E-05,1.24E-05,3.11E-05,0,5.81E-05,2.74E-05,4.21E-05,0,0,2.45E-05,0,2.81E-05,3.91E-05
PRR14L,1.43E-05,2.07E-05,4.92E-05,4.86E-06,3.77E-05,2.89E-05,2.95E-05,2.47E-05,3.73E-05,3.02E-05,9.69E-06,1.80E-05,1.92E-05,3.97E-05,1.51E-05,2.59E-05,1.16E-05,5.96E-05,1.95E-05
ACSM5,0,9.39E-06,5.18E-06,0.000164133,8.18E-06,6.41E-06,0,0,0,1.01E-05,0,1.11E-05,0,6.62E-06,0,7.20E-06,0,0,0
SERHL2,0,0,0,0,1.64E-06,1.60E-05,7.03E-06,1.24E-05,6.21E-06,0,0,0,0,0,0,0,0,3.51E-06,0
SETD3,1.90E-05,4.32E-05,4.66E-05,2.86E-05,3.77E-05,0.000105784,5.76E-05,4.94E-05,5.59E-05,4.02E-05,5.81E-05,6.60E-05,3.83E-05,1.99E-05,3.01E-05,5.48E-05,1.16E-05,4.91E-05,1.12E-05
TNFAIP8L3,0,1.69E-05,0,0,1.31E-05,3.21E-06,2.81E-06,9.27E-06,1.86E-05,0,1.45E-05,1.46E-05,1.15E-05,0,0,2.16E-05,0,0,2.79E-06
ZNRF3,0,9.39E-06,1.04E-05,7.90E-06,1.64E-06,3.21E-06,4.22E-06,3.09E-06,6.21E-06,1.01E-05,4.84E-06,8.57E-07,3.83E-06,0,0,2.88E-06,0,0,1.95E-05
TANGO2,9.50E-06,7.51E-06,5.18E-06,3.65E-06,2.46E-05,1.28E-05,5.62E-06,6.18E-06,6.21E-06,0,1.45E-05,2.40E-05,1.53E-05,6.62E-06,0,7.20E-06,3.49E-05,0,5.58E-06
SFXN4,4.75E-05,7.51E-06,1.04E-05,1.03E-05,6.55E-06,1.92E-05,9.84E-06,6.18E-06,0,0,1.94E-05,6.85E-06,1.53E-05,6.62E-06,0,1.73E-05,2.32E-05,1.40E-05,1.67E-05
FAM167B,0,1.88E-06,2.59E-06,1.22E-06,4.91E-06,0.000105784,7.87E-05,4.32E-05,0,0,4.84E-06,0,0,0,0,0,0,0,0
MRPL54,6.18E-05,3.19E-05,7.51E-05,7.29E-05,4.91E-05,6.09E-05,4.64E-05,8.65E-05,4.97E-05,0.000100556,8.23E-05,4.11E-05,7.66E-05,5.29E-05,0.000120408,4.03E-05,1.16E-05,5.26E-05,3.35E-05
ZNF438,4.75E-06,9.39E-06,1.04E-05,2.43E-06,3.11E-05,3.53E-05,1.55E-05,2.16E-05,0,1.01E-05,1.94E-05,2.91E-05,1.15E-05,6.62E-06,3.01E-05,4.32E-06,3.49E-05,1.40E-05,0
HMCES,0.000137805,9.39E-06,3.62E-05,1.95E-05,1.96E-05,3.85E-05,3.09E-05,4.32E-05,4.97E-05,2.01E-05,4.84E-05,2.48E-05,1.53E-05,3.97E-05,3.01E-05,1.30E-05,0,1.05E-05,1.67E-05
DGCR6,1.43E-05,3.00E-05,1.55E-05,2.61E-05,2.29E-05,2.56E-05,9.84E-06,6.18E-06,3.11E-05,1.01E-05,1.45E-05,1.54E-05,1.15E-05,1.99E-05,1.51E-05,1.30E-05,2.32E-05,1.40E-05,5.58E-06
NDUFB1,0.000123549,0.000142723,0.000108743,0.000116717,7.37E-05,7.37E-05,9.41E-05,8.65E-05,9.32E-05,0.000150834,8.72E-05,0.000117391,9.58E-05,9.93E-05,6.02E-05,9.65E-05,0.000127868,0.000101703,5.86E-05
TRMT12,0,5.63E-06,1.04E-05,2.43E-06,6.55E-06,0,1.26E-05,6.18E-06,6.21E-06,0,4.84E-06,4.28E-06,0,6.62E-06,0,4.32E-06,0,3.51E-06,2.23E-05
ALYREF,2.38E-05,1.50E-05,2.59E-05,6.69E-06,9.82E-06,1.92E-05,2.67E-05,6.80E-05,2.49E-05,0,6.78E-05,1.46E-05,1.15E-05,6.62E-05,0,2.59E-05,1.16E-05,1.75E-05,1.12E-05
RFLNB,7.13E-05,3.94E-05,2.59E-06,1.22E-06,9.82E-06,0.000355818,7.31E-05,0.000142082,6.21E-06,2.01E-05,3.39E-05,1.11E-05,1.53E-05,5.29E-05,0.000120408,7.20E-06,0,4.21E-05,0
UPP1,1.43E-05,4.88E-05,3.62E-05,4.26E-06,6.71E-05,0.000201951,0.000140503,0.000182236,0,2.01E-05,2.91E-05,0.000125103,1.15E-05,7.28E-05,0.000120408,7.93E-05,4.65E-05,0.000175349,3.91E-05
TRIM52,9.50E-06,1.88E-05,0,6.08E-07,1.64E-06,3.21E-06,7.03E-06,3.09E-06,0,3.02E-05,9.69E-06,6.00E-06,2.68E-05,2.65E-05,0,5.76E-06,0,7.01E-06,1.95E-05
LHFPL6,0,0.000193427,0,0,3.27E-06,4.49E-05,7.73E-05,8.03E-05,0.000192633,0.000532947,0,8.57E-07,0.000291212,6.62E-06,0,5.76E-06,0,1.05E-05,2.79E-06
CMTM4,9.50E-06,2.63E-05,2.85E-05,2.43E-06,0,9.62E-06,4.22E-06,3.09E-06,1.86E-05,3.02E-05,1.94E-05,0,2.30E-05,0,0,2.88E-06,0,7.01E-06,1.95E-05
TMEM50A,0.000137805,0.000185915,0.000100976,3.71E-05,0.000163697,0.000201951,0.000188274,0.000293431,0.000136707,0.000221223,0.000111388,0.000167089,0.000164765,6.62E-05,0.000285968,0.000122482,0.000127868,0.000101703,0.000164598
TBK1,2.85E-05,2.07E-05,3.11E-05,1.03E-05,1.64E-05,2.24E-05,4.07E-05,5.25E-05,2.49E-05,0,4.36E-05,2.40E-05,3.45E-05,1.99E-05,1.51E-05,1.87E-05,3.49E-05,2.45E-05,2.23E-05
CBX6,3.33E-05,5.26E-05,4.92E-05,3.04E-06,1.31E-05,6.41E-06,4.22E-05,4.02E-05,6.21E-05,4.02E-05,2.42E-05,2.91E-05,5.75E-05,1.99E-05,3.01E-05,5.19E-05,3.49E-05,7.01E-06,2.79E-06
MACC1,0,1.88E-06,2.07E-05,6.08E-07,0,0,1.41E-06,0,0,0,0,4.28E-06,0,0,0,0,0,0,0
ACSM2A,1.90E-05,1.88E-06,2.59E-05,0.000528264,1.96E-05,2.24E-05,7.03E-06,9.27E-06,1.86E-05,0,0,1.71E-06,7.66E-06,1.32E-05,0,1.59E-05,0,3.51E-06,0
TBL3,9.50E-06,1.69E-05,2.07E-05,6.08E-06,1.15E-05,1.60E-05,8.43E-06,1.24E-05,1.86E-05,1.01E-05,4.84E-06,1.80E-05,1.92E-05,6.62E-06,1.51E-05,1.30E-05,0,1.40E-05,5.58E-06
KREMEN1,4.75E-06,5.63E-06,2.85E-05,1.22E-06,4.75E-05,6.41E-06,2.81E-06,3.09E-06,0,1.01E-05,1.94E-05,6.85E-06,3.45E-05,0,1.51E-05,2.88E-06,0,3.51E-06,2.51E-05
ZNF703,9.50E-06,9.39E-05,1.04E-05,1.22E-06,1.47E-05,0,1.41E-06,1.24E-05,0.000124279,0.000100556,1.45E-05,2.57E-05,4.98E-05,6.62E-06,0,2.88E-06,0,0.000119238,0.000119961
NPIPA5,9.50E-06,2.82E-05,4.66E-05,1.82E-06,1.80E-05,1.92E-05,4.22E-05,4.02E-05,6.21E-05,2.01E-05,1.94E-05,7.71E-06,1.53E-05,1.32E-05,1.51E-05,1.59E-05,0,1.75E-05,1.39E-05
LIN9,0,0,7.77E-06,0,3.27E-06,3.21E-06,5.62E-06,6.18E-06,0,0,9.69E-06,0,0,0,0,1.44E-06,0,0,5.58E-06
BTBD9,4.75E-06,1.31E-05,2.59E-06,2.43E-06,1.47E-05,3.21E-06,5.62E-06,0,6.21E-06,1.01E-05,4.84E-06,3.43E-06,3.83E-06,1.32E-05,1.51E-05,5.76E-06,0,3.51E-06,1.39E-05
FAM3B,0,0,7.77E-05,1.82E-06,0,0,0,3.09E-06,0,0,4.84E-06,0,0,0,0,0,1.16E-05,0,2.79E-05
KIRREL1,0,0.000116432,1.55E-05,0,0,0,8.43E-06,1.54E-05,4.35E-05,0.000231279,0,0,7.66E-05,0,0,1.44E-06,0,0,0
TOB2,3.80E-05,7.14E-05,0.000233022,1.70E-05,8.02E-05,9.62E-05,5.34E-05,0.000135905,0.000292056,0.000120667,4.36E-05,5.57E-05,8.81E-05,0.000165448,0.000120408,9.80E-05,0.000116244,8.42E-05,7.25E-05
AC138969.1,9.50E-06,1.13E-05,3.62E-05,6.08E-07,6.55E-06,9.62E-06,1.97E-05,2.78E-05,3.11E-05,0,9.69E-06,4.28E-06,2.68E-05,1.32E-05,0,5.76E-06,1.16E-05,7.01E-06,8.37E-06
TTC32,0,9.39E-06,1.29E-05,7.29E-06,3.27E-06,0,5.62E-06,2.16E-05,1.86E-05,0,1.94E-05,5.14E-06,7.66E-06,1.32E-05,4.52E-05,1.01E-05,0,3.51E-06,2.23E-05
PRKX,1.43E-05,1.88E-06,0.000108743,6.08E-07,3.77E-05,5.77E-05,4.36E-05,5.56E-05,6.21E-06,0,4.36E-05,4.28E-05,1.15E-05,7.94E-05,9.03E-05,4.61E-05,1.16E-05,6.31E-05,4.46E-05
KMT5A,9.50E-06,9.39E-06,4.14E-05,3.04E-06,6.71E-05,2.89E-05,2.11E-05,5.25E-05,1.86E-05,6.03E-05,6.78E-05,3.77E-05,1.53E-05,4.63E-05,3.01E-05,3.89E-05,5.81E-05,1.40E-05,3.63E-05
SMTN,1.43E-05,5.63E-05,1.29E-05,6.08E-07,8.18E-06,0.000115401,5.48E-05,7.72E-05,0.000260986,0.000100556,9.69E-06,2.57E-06,5.75E-05,6.62E-06,0,2.88E-06,0,1.05E-05,1.12E-05
NPW,0,1.88E-06,2.59E-06,3.10E-05,0,0,1.41E-06,0,0,1.01E-05,0,8.57E-07,7.66E-06,0,0,2.88E-06,0,0,2.79E-06
COA3,3.80E-05,5.45E-05,5.96E-05,6.26E-05,2.13E-05,4.49E-05,3.79E-05,5.25E-05,6.84E-05,0.000130723,3.87E-05,2.57E-05,2.68E-05,2.65E-05,1.51E-05,2.31E-05,3.49E-05,3.51E-05,9.21E-05
ST6GALNAC3,0,0,0,0,1.64E-06,4.81E-05,9.69E-05,5.87E-05,0,0,0,8.57E-07,0,0,0,1.44E-06,0,1.05E-05,0
ACTG1,0.001330527,0.002670418,0.003896642,0.000516714,0.000879055,0.001131566,0.001901004,0.003338934,0.001696411,0.002011122,0.002111534,0.001790854,0.002571098,0.001614771,0.002393101,0.001854515,0.003533815,0.001592172,0.002552657
TMPRSS2,4.75E-06,5.63E-06,0.000124278,2.43E-05,4.91E-06,3.21E-06,0,3.09E-06,1.24E-05,0,2.91E-05,1.71E-06,3.83E-06,0,0,2.88E-06,1.16E-05,3.51E-06,0.000306877
DENND5A,4.75E-06,2.44E-05,2.33E-05,3.65E-06,1.64E-05,3.21E-05,4.92E-05,0.000105017,6.84E-05,7.04E-05,3.39E-05,5.91E-05,4.98E-05,4.63E-05,1.51E-05,6.05E-05,5.81E-05,7.72E-05,5.58E-06
DIABLO,9.50E-06,3.38E-05,4.40E-05,1.46E-05,3.60E-05,5.77E-05,3.51E-05,4.32E-05,1.86E-05,3.02E-05,2.91E-05,2.31E-05,3.45E-05,6.62E-06,1.51E-05,1.44E-05,1.16E-05,1.40E-05,4.46E-05
VPS33B,0,7.51E-06,7.77E-06,1.82E-06,8.18E-06,6.41E-06,1.41E-06,6.18E-06,1.24E-05,3.02E-05,1.94E-05,9.43E-06,0,6.62E-06,3.01E-05,4.32E-06,2.32E-05,1.75E-05,1.12E-05
ADAP2,1.90E-05,2.07E-05,2.59E-06,0,0.000435435,9.62E-06,4.22E-06,9.27E-06,1.86E-05,6.03E-05,6.30E-05,0.000195366,7.66E-06,1.32E-05,1.51E-05,6.05E-05,0.000127868,5.61E-05,0
UQCR10,6.65E-05,0.00010892,0.000113922,0.000147112,8.68E-05,6.41E-05,6.60E-05,6.80E-05,0.000105637,0.000120667,0.000121074,0.000132815,7.28E-05,0.000145594,0.000225764,0.000113836,0.00010462,0.000126252,6.97E-05
FAM120C,9.50E-06,3.76E-06,7.77E-06,2.43E-06,0,3.21E-06,8.43E-06,3.09E-06,1.24E-05,0,4.84E-06,6.00E-06,1.15E-05,0,0,7.20E-06,0,3.51E-06,5.58E-06
EIF3C,0.000137805,0.00021784,0.00032623,0.000134346,0.000166971,0.000189129,0.00026274,0.000284165,0.000279628,0.000281557,0.000280892,0.000201364,0.000206914,9.93E-05,0.000150509,0.0002709,0.000232488,0.000248996,0.000209234
CLDN5,0,1.88E-05,2.59E-06,1.22E-06,4.91E-06,0.000314146,0.00024307,0.000454046,0,0,0,8.57E-07,0,6.62E-06,0,0,0,0,0
NIPSNAP1,4.75E-06,0,2.59E-06,1.82E-06,0,0,0,0,0,0,0,0,0,0,0,1.44E-06,0,0,0
NR2C2AP,0,1.31E-05,2.33E-05,3.04E-06,3.27E-06,6.41E-06,1.12E-05,9.27E-06,1.24E-05,0,2.42E-05,5.14E-06,3.83E-06,0,0,4.32E-06,0,0,1.95E-05
CRELD2,0.000247098,2.07E-05,2.07E-05,1.76E-05,2.46E-05,4.17E-05,1.83E-05,5.25E-05,1.24E-05,5.03E-05,2.42E-05,4.28E-05,4.21E-05,3.97E-05,4.52E-05,1.87E-05,2.32E-05,1.05E-05,1.67E-05
SCFD2,0,1.13E-05,7.77E-06,3.65E-06,4.91E-06,9.62E-06,8.43E-06,1.24E-05,0,1.01E-05,0,1.54E-05,7.66E-06,1.32E-05,1.51E-05,7.20E-06,1.16E-05,0,5.58E-06
UBE2F,2.85E-05,4.32E-05,2.59E-05,2.37E-05,3.11E-05,3.21E-05,2.81E-05,3.09E-05,1.24E-05,2.01E-05,5.33E-05,6.00E-05,4.21E-05,4.63E-05,1.51E-05,6.20E-05,6.97E-05,5.61E-05,4.18E-05
PPP1R2,5.70E-05,3.38E-05,3.37E-05,9.73E-06,2.46E-05,5.45E-05,4.92E-05,6.49E-05,6.21E-05,9.05E-05,4.84E-05,5.14E-05,4.60E-05,0.000138976,9.03E-05,5.04E-05,4.65E-05,4.56E-05,8.65E-05
TSPYL2,1.90E-05,3.94E-05,1.55E-05,1.22E-06,1.96E-05,1.92E-05,4.64E-05,4.02E-05,9.94E-05,5.03E-05,9.69E-06,2.14E-05,5.75E-05,7.28E-05,0.000120408,4.18E-05,3.49E-05,2.45E-05,5.58E-06
PGP,3.80E-05,2.63E-05,3.11E-05,7.90E-06,3.93E-05,3.53E-05,1.83E-05,2.16E-05,1.24E-05,1.01E-05,6.30E-05,2.91E-05,1.15E-05,1.99E-05,0,4.03E-05,2.32E-05,5.26E-05,2.51E-05
SNRNP35,1.43E-05,2.25E-05,3.62E-05,9.12E-06,3.27E-05,3.21E-05,2.81E-05,1.85E-05,2.49E-05,4.02E-05,1.94E-05,1.54E-05,2.68E-05,1.32E-05,1.51E-05,1.30E-05,0,1.75E-05,8.37E-06
IRAK1,0.000118797,3.94E-05,5.44E-05,1.70E-05,6.55E-05,2.89E-05,2.11E-05,4.02E-05,3.73E-05,4.02E-05,7.26E-05,0.000110536,5.75E-05,2.65E-05,6.02E-05,5.76E-05,5.81E-05,7.36E-05,6.70E-05
CMSS1,2.38E-05,1.69E-05,2.59E-05,3.04E-06,8.18E-06,1.92E-05,2.67E-05,3.09E-05,4.35E-05,1.01E-05,2.91E-05,1.03E-05,2.30E-05,6.62E-06,1.51E-05,1.44E-05,0,3.51E-06,5.58E-06
ACOT1,0,1.50E-05,1.29E-05,6.69E-05,1.15E-05,3.21E-06,9.84E-06,1.54E-05,1.86E-05,4.02E-05,1.45E-05,2.06E-05,1.53E-05,0,0,1.30E-05,3.49E-05,1.40E-05,0
OAF,2.85E-05,5.26E-05,4.14E-05,0.000184193,8.18E-06,2.89E-05,3.93E-05,5.56E-05,0,9.05E-05,1.45E-05,9.43E-06,8.05E-05,0,1.51E-05,3.46E-05,0,1.40E-05,0.000103222
H2AC20,9.50E-06,5.63E-06,2.07E-05,4.86E-06,1.96E-05,9.62E-06,1.55E-05,1.54E-05,3.11E-05,0,0.00013076,1.29E-05,1.92E-05,5.96E-05,1.51E-05,5.76E-06,1.16E-05,1.40E-05,8.37E-06
POU6F1,4.75E-06,1.50E-05,5.18E-06,6.08E-07,9.82E-06,1.28E-05,9.84E-06,1.54E-05,1.24E-05,3.02E-05,4.84E-06,4.28E-06,7.66E-06,0,0,1.44E-06,0,0,2.79E-06
TM2D3,2.38E-05,4.69E-05,4.40E-05,2.92E-05,3.27E-05,3.85E-05,5.34E-05,6.18E-05,4.97E-05,2.01E-05,1.45E-05,1.89E-05,4.21E-05,3.31E-05,0,1.59E-05,5.81E-05,3.16E-05,4.74E-05
TSSC4,2.85E-05,1.31E-05,3.37E-05,3.04E-06,1.47E-05,2.89E-05,2.53E-05,4.32E-05,6.21E-06,1.01E-05,4.84E-06,1.54E-05,3.83E-06,1.32E-05,3.01E-05,1.15E-05,4.65E-05,7.01E-06,1.39E-05
TACSTD2,1.43E-05,1.50E-05,0.000784507,1.22E-06,3.27E-06,3.21E-06,9.84E-06,3.09E-06,0,0,2.91E-05,7.71E-06,7.66E-06,1.32E-05,0,1.15E-05,0.000453351,3.51E-06,0.000122751
CLECL1,2.38E-05,0,0,0,2.13E-05,0,0,0,0,0,4.84E-05,2.06E-05,0,0,0,1.30E-05,2.32E-05,0,0
PRKD1,0,1.88E-05,7.77E-06,0,0,1.92E-05,1.41E-05,1.54E-05,1.24E-05,0,0,8.57E-07,3.83E-06,6.62E-06,0,0,0,0,0
SLIT3,0,1.50E-05,2.59E-05,0,1.64E-06,0,0,0,0.000310698,0.000170945,0,1.71E-06,0.000103457,0,0,0,0,0,5.58E-06
EFNA5,4.75E-06,1.88E-05,1.55E-05,2.43E-06,0,1.60E-05,1.97E-05,0,0,0,0,2.57E-06,7.66E-06,0,0,0,0,0,8.37E-06
CSF1,0,3.38E-05,5.70E-05,1.82E-06,4.91E-06,0.000144251,5.48E-05,3.40E-05,7.46E-05,3.02E-05,1.94E-05,1.03E-05,0.000114952,3.97E-05,1.51E-05,1.44E-06,1.16E-05,0,2.79E-06
COLEC10,4.75E-06,3.19E-05,0,6.08E-07,4.91E-06,1.60E-05,2.81E-06,0,0,1.01E-05,0,0,0.00026439,0,0,0,0,0,0
MAML2,0,5.63E-05,3.62E-05,0,1.96E-05,2.89E-05,2.39E-05,2.78E-05,6.21E-06,3.02E-05,4.84E-06,2.74E-05,3.83E-05,6.62E-06,1.51E-05,8.65E-06,0,7.01E-06,3.07E-05
